rank	int_encoding	date_encoding	timestamp_encoding	string_encoding	baseline_encoded_bytes	pre_compression	snappy_compression	zstd_compression	zstd_compression_no_encoding	pre_compression_result_file	snappy_result_file	zstd_result_file	zstd_no_encoding_result_file	pre_compression_column_stats_tsv	snappy_column_stats_tsv	zstd_column_stats_tsv	zstd_no_encoding_column_stats_tsv
83	delta-binary-packed	delta-binary-packed	delta-binary-packed	plain	825621935	encoded_bytes=575949970 post_encoding_ratio=1.433496	compressed_bytes=127499898 post_compression_ratio=6.475471 codec_ratio=4.511437	compressed_bytes=98160621 post_compression_ratio=8.410928 codec_ratio=5.861202	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
84	delta-binary-packed	rle-dict	delta-binary-packed	plain	825621935	encoded_bytes=575904352 post_encoding_ratio=1.433609	compressed_bytes=127498575 post_compression_ratio=6.475539 codec_ratio=4.511182	compressed_bytes=98161024 post_compression_ratio=8.410894 codec_ratio=5.860747	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-plain-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
85	rle-dict	plain	rle-dict	delta-byte-array	825621935	encoded_bytes=242245216 post_encoding_ratio=3.408207	compressed_bytes=115938095 post_compression_ratio=7.121231 codec_ratio=2.087881	compressed_bytes=99020332 post_compression_ratio=8.337903 codec_ratio=2.445053	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
86	rle-dict	rle-dict	rle-dict	delta-byte-array	825621935	encoded_bytes=238248541 post_encoding_ratio=3.465381	compressed_bytes=115730517 post_compression_ratio=7.134004 codec_ratio=2.057004	compressed_bytes=99021395 post_compression_ratio=8.337814 codec_ratio=2.404646	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
87	rle-dict	delta-binary-packed	rle-dict	delta-byte-array	825621935	encoded_bytes=238281219 post_encoding_ratio=3.464906	compressed_bytes=115733054 post_compression_ratio=7.133847 codec_ratio=2.057359	compressed_bytes=99021732 post_compression_ratio=8.337785 codec_ratio=2.405105	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-byte-array-date-delta-binary-packed-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
88	delta-binary-packed	plain	delta-binary-packed	delta-byte-array	825621935	encoded_bytes=272901762 post_encoding_ratio=3.025345	compressed_bytes=114208241 post_compression_ratio=7.229092 codec_ratio=2.387348	compressed_bytes=99082607 post_compression_ratio=8.332663 codec_ratio=2.751655	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-plain-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
89	delta-binary-packed	rle-dict	delta-binary-packed	delta-byte-array	825621935	encoded_bytes=269015024 post_encoding_ratio=3.069055	compressed_bytes=114009203 post_compression_ratio=7.241713 codec_ratio=2.357131	compressed_bytes=99083683 post_compression_ratio=8.332572 codec_ratio=2.711269	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-rle-dict-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
90	delta-binary-packed	delta-binary-packed	delta-binary-packed	delta-byte-array	825621935	encoded_bytes=269047503 post_encoding_ratio=3.068685	compressed_bytes=114016389 post_compression_ratio=7.241257 codec_ratio=2.357446	compressed_bytes=99084006 post_compression_ratio=8.332545 codec_ratio=2.711742	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-byte-array-date-delta-binary-packed-ts-delta-binary-packed_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
91	delta-binary-packed	plain	plain	delta-length-byte-array	825621935	encoded_bytes=489352506 post_encoding_ratio=1.687172	compressed_bytes=128276765 post_compression_ratio=6.436255 codec_ratio=3.810336	compressed_bytes=99602101 post_compression_ratio=8.289202 codec_ratio=4.906581	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-plain-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
92	delta-binary-packed	rle-dict	plain	delta-length-byte-array	825621935	encoded_bytes=485280345 post_encoding_ratio=1.701330	compressed_bytes=128079279 post_compression_ratio=6.446179 codec_ratio=3.785311	compressed_bytes=99604359 post_compression_ratio=8.289014 codec_ratio=4.866408	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-rle-dict-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
93	delta-binary-packed	delta-binary-packed	plain	delta-length-byte-array	825621935	encoded_bytes=485345809 post_encoding_ratio=1.701100	compressed_bytes=128083124 post_compression_ratio=6.445985 codec_ratio=3.785602	compressed_bytes=99604691 post_compression_ratio=8.288986 codec_ratio=4.866859	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-delta-binary-packed-str-delta-length-byte-array-date-delta-binary-packed-ts-plain_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
94	rle-dict	plain	rle-dict	delta-length-byte-array	825621935	encoded_bytes=444554028 post_encoding_ratio=1.857191	compressed_bytes=126316703 post_compression_ratio=6.536126 codec_ratio=3.517816	compressed_bytes=100692555 post_compression_ratio=8.199434 codec_ratio=4.413167	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-plain-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
95	rle-dict	rle-dict	rle-dict	delta-length-byte-array	825621935	encoded_bytes=440554123 post_encoding_ratio=1.874053	compressed_bytes=126123962 post_compression_ratio=6.546115 codec_ratio=3.491458	compressed_bytes=100693654 post_compression_ratio=8.199344 codec_ratio=4.373408	compressed_bytes=86812277 post_compression_ratio=9.510428 codec_ratio=9.508359	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/results/configs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain.md	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-none-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-snappy-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-04_rows-1000000-comp-zstd-3-int-rle-dict-str-delta-length-byte-array-date-rle-dict-ts-rle-dict_columns.tsv	encoding_experiment/page-256kib-rgsize-10mib-file-10mib-dictpage-256kib/1000000_rows/tsvs/2026-07-03_rows-1000000-comp-zstd-3-int-plain-str-plain-date-plain-ts-plain_columns.tsv
